"date","actual","forecast"
2024-12-17,22,21.2157961130142
2024-12-18,22,21.1810656785965
2024-12-19,22,21.1520634293556
2024-12-20,22,21.1321147084236
2024-12-21,20,21.1147532463074
2024-12-22,20,21.0948533415794
2024-12-23,21,21.0731468200684
2024-12-24,19,21.0500817894936
2024-12-25,18,21.0285263061523
2024-12-26,19,21.0056536197662
2024-12-27,19,20.9843513965607
2024-12-28,19,20.9643300771713
2024-12-29,19,20.9479653835297
2024-12-30,19,20.9346665143967
