"date","actual","forecast"
2024-12-18,22,20.7104733182946
2024-12-19,22,20.7104733179558
2024-12-20,22,20.7104733177803
2024-12-21,20,20.7104733176894
2024-12-22,20,20.7104733176423
2024-12-23,21,20.7104733176179
2024-12-24,19,20.7104733176053
2024-12-25,18,20.7104733175987
2024-12-26,19,20.7104733175954
2024-12-27,19,20.7104733175936
2024-12-28,19,20.7104733175927
2024-12-29,19,20.7104733175922
2024-12-30,19,20.710473317592
2024-12-31,18,20.7104733175918
